id,city,name,latitude,longitude,pickup_phone,pickup_time
3047,Івано-Франківськ,"вул. Василя Івасюка, 62",48.924734,24.742919,380970001682,ПН - НД 9:00 - 21:00
2437,Вінниця,"вул. Василя Порика, 1",49.229309,28.424997,380979597067,ПН - НД 8:00 - 21:00
2732,Бровари,"вул. Василя Симоненка, 107",50.522804,30.785596,380970002574,ПН - НД 8:00 - 21:00
169,Кам'янське,"просп. Василя Стуса, 20-Г",48.515943,34.576741,380671338530,ПН - НД 8:00 - 21:00
509,Краматорськ,"вул. Василя Стуса, 37",48.737731,37.588469,380671916303,ПН - НД 8:00 - 20:00
2606,Слобожанське,"вул. Василя Сухомлинського, 48-Б",48.530070324838654,35.07385990944509,380671187173,ПН - НД 8:00 - 20:00
755,Рівне,"вул. Василя Червонія, 39",50.62897,26.26777,380671762893,ПН - НД 9:00 - 21:00
489,Павлоград,"вул. Ватоліної, 9",48.4986,35.944651,380675483677,ПН - НД 8:00 - 20:00
2664,Київ,"вул. Вахтанга Кікабідзе, 11",50.4110456155285,30.404849976534223,380674757150,ПН - НД 8:00 - 21:00
2818,Київ,"вул. Велика Васильківська, 143/2",50.412992,30.526623,380671104182,ПН - НД 8:00 - 21:00
477,Дніпро,"вул. Велика Діївська, 111-Р",48.47938,34.925992,380676191228,ПН - НД 8:00 - 21:00
2251,Петропавлівська Борщагівка,"вул. Велика Кільцева, 4",50.430623,30.361181,380979587080,ПН - НД 8:00 - 21:00
2791,Кропивницький,"вул. Велика Перспективна, 23/13",48.512189,32.268912,380671908386,ПН - НД 8:00 - 21:00
249,Кропивницький,"вул. Велика Перспективна, 50",48.50669,32.26349,380675028732,ПН - НД 7:00 - 20:00
631,Краматорськ,"вул. Велика Садова, 73",48.72827,37.53462,380670107761,ПН - НД 7:00 - 19:00
3021,Умань,"вул. Велика фонтанна, 37",48.75580106,30.22201511,380970001782,ПН - НД 8:00 - 21:00
2622,Бородянка,"вул. Велика, 2-А",50.644351,29.934133,380970003074,ПН - НД 8:00 - 21:00
378,Полтава,"вул. Великотирнівська, 35/2",49.586494,34.491283,380979991608,ПН - НД 8:00 - 21:00
440,Полтава,"вул. Великотирнівська, 39-А",49.588799,34.491501,380675146501,ПН - НД 8:00 - 21:00
2724,Львів,"вул. Величковського, 40",49.87555,23.9336,380970001695,ПН - НД 8:00 - 21:00
2385,Київ,"вул. Вербицького Архітектора, 18",50.408122,30.655627,380979597033,ПН - НД 8:00 - 21:00
2800,Київ,"вул. Вербицького Архітектора, 7-Г",50.409341,30.659136,380671055266,ПН - НД 8:00 - 21:00
2026,Київ,"бульв. Вернадського Академіка, 59/2",50.463741,30.370487,380671699634,ПН - НД 8:00 - 21:00
53,Черкаси,"вул. Вернигори, 12",49.427643,32.047811,380675558664,ПН - НД 8:00 - 21:00
62,Павлоград,"вул. Верстатобудівників, 8-А",48.492984,35.936221,380675235766,ПН - НД 8:00 - 21:00
3215,Київ,вул. Верхній Вал 30,50.46636906276996,30.51389805988812,0970001863,ПН - НД 8:00 - 21:00
2419,Київ,"вул. Вершигори Петра, 1",50.493644,30.576222,380671755832,ПН - НД 9:00 - 21:00
3242,Дачне,вул. Весела 36,46.582368710467804,30.54698451324202,0970005321,ПН - НД 8:00 - 21:00
2439,Кривий Ріг,"вул. Вечірньокутська, 5-А",47.92321377,33.44826151,380979573184,ПН - НД 8:00 - 21:00
2644,Божедарівка,"вул. Виконкомівська, 20",48.35434813041156,34.11704595904819,380970003215,ПН - НД 8:00 - 19:00
207,Синельникове,"вул. Виконкомівська, 66-Б",48.31692,35.52543,380671949805,ПН - НД 8:00 - 18:00
2533,Снятин,"вул. Винниченка, 1-В",48.45579,25.54507,380969750440,ПН - НД 8:00 - 20:00
2341,Луцьк,"вул. Винниченка, 20-А",50.750189,25.33029,380673824299,ПН - НД 8:00 - 21:00
2524,Калуш,"вул. Винниченка, 6",49.022467,24.36362,380970002364,ПН - НД 8:00 - 20:00
282,Сосниця,"вул. Виноградського, 24",51.525915,32.513342,380675044879,ПН - НД 8:00 - 20:00
607,Конотоп,"вул. Вирівська, 27",51.256012,33.198206,380677390163,ПН - НД 8:00 - 21:00
2032,Київ,"вул. Вишгородська, 21",50.50033,30.45053,380671267089,ПН - НД 8:00 - 21:00
684,Київ,"вул. Вишгородська, 33",50.504902,30.450798,380671418109,ПН - НД 9:00 - 21:00
2263,Київ,"вул. Вишгородська, 45",50.509083,30.449285,380672776926,ПН - НД 9:00 - 21:00
3070,Рівне,"вул. Відінська, 50",50.60559,26.27195,380973595843,ПН - НД 8:00 - 21:00
64,Ковель,"вул. Відродження, 4",51.2055,24.66539,380672634036,ПН - НД 9:00 - 21:00
657,Заболотів,"вул. Відродження, 7-А",48.467,25.2822,380671418123,ПН - НД 8:00 - 20:00
3039,Знам'янка,"вул. Віктора Голого, 104",48.715957,32.682915,380970001976,ПН - НД 8:00 - 20:00
2837,Одеса,"вул. Вільямса академіка, 67",46.39073,30.72603,380671505879,ПН - НД 9:00 - 21:00
2213,Погребище,"вул. Вінницька, 14",49.483362,29.258505,380671191416,ПН - НД 8:00 - 20:00
2941,Бердичів,"вул. Вінницька, 71",49.887114,28.595151,380972012816,ПН - НД 8:00 - 21:00
2940,Бердичів,"вул. Вінницька, 8-А",49.893883,28.58053,380972012344,ПН - НД 8:00 - 21:00
2462,Київ,"вул. Вінстона Черчилля, 22",50.4531865,30.6256677,380979587091,ПН - НД 8:00 - 21:00
886,Радехів,"вул. Вітківська, 25",50.283731,24.630985,380671769021,ПН - НД 8:00 - 19:00
498,Житомир,"вул. Вітрука, 12-В",50.252098,28.702976,380678068718,ПН - НД 8:00 - 21:00
471,Житомир,"вул. Вітрука, 45",50.241267,28.702641,380674978920,ПН - НД 8:00 - 21:00
